Date,FR_10Y,IT_10Y,ES_10Y,AAA_10Y,spread_FR,spread_IT,spread_ES
2024-04-30,3.078,3.879,3.351,2.6368704855,44.112951450000004,124.21295145000002,71.41295145000002
2024-05-02,3.046,3.866,3.318,2.6192687619,42.67312380999999,124.67312381000002,69.87312381000001
2024-05-03,2.999,3.82,3.268,2.545998065,45.300193500000006,127.40019349999999,72.20019349999998
2024-05-06,2.977,3.802,3.251,2.5137096838,46.329031619999974,128.82903162,73.72903161999997
2024-05-07,2.919,3.757,3.201,2.4769806556,44.201934440000024,128.00193444000004,72.40193444000002
2024-05-08,2.965,3.802,3.253,2.5155847885,44.941521149999986,128.64152115000002,73.74152115000001
2024-05-09,2.997,3.835,3.284,2.5485134906,44.84865093999999,128.64865094,73.54865093999999
2024-05-10,3.022,3.858,3.313,2.5607710993,46.12289006999997,129.72289007,75.22289007
2024-05-13,3.014,3.858,3.3,2.5539771945,46.002280549999995,130.40228055000003,74.60228055
2024-05-14,3.061,3.897,3.34,2.5869324297,47.406757029999994,131.00675703,75.30675702999999
2024-05-15,2.924,3.735,3.193,2.4997507148,42.42492851999997,123.52492851999996,69.32492851999999
2024-05-16,2.947,3.753,3.209,2.5059329536,44.10670464000002,124.70670464000003,70.30670464000002
2024-05-17,3.011,3.813,3.273,2.5736443805,43.73556194999999,123.93556195,69.93556195
2024-05-20,3.018,3.816,3.286,2.5928737019,42.51262980999999,122.31262980999999,69.31262981000002
2024-05-21,2.998,3.802,3.272,2.56338861,43.46113900000002,123.861139,70.86113899999998
2024-05-22,3.033,3.833,3.305,2.5938440854,43.91559145999997,123.91559146,71.11559145999999
2024-05-23,3.082,3.893,3.353,2.6421578714,43.98421286000001,125.08421286,71.08421286000004
2024-05-24,3.078,3.895,3.349,2.6524141248,42.55858751999999,124.25858752,69.65858752000003
2024-05-27,3.03,3.833,3.3,2.5984978775,43.150212249999996,123.45021225000004,70.15021225
2024-05-28,3.083,3.901,3.349,2.6248221592,45.81778408000004,127.61778407999999,72.41778408000003
2024-05-29,3.178,4.016,3.436,2.7193243024,45.867569759999995,129.66756976,71.66756975999999
2024-05-30,3.15,3.962,3.391,2.7374225597,41.25774402999998,122.45774403,65.35774402999999
2024-05-31,3.148,3.974,3.392,2.7015587512,44.64412488000002,127.24412488000003,69.04412488
2024-06-03,3.063,3.887,3.301,2.6614829951,40.15170049000001,122.55170048999999,63.95170049000001
2024-06-04,3.035,3.859,3.282,2.597435378,43.7564622,126.15646219999999,68.45646219999999
2024-06-05,2.988,3.809,3.23,2.5676072225,42.039277750000004,124.13927775000002,66.23927775
2024-06-06,3.041,3.864,3.279,2.6218140315,41.918596849999986,124.21859684999998,65.71859684999998
2024-06-07,3.118,3.97,3.398,2.6867722412,43.12277588,128.32277588000002,71.12277588000002
2024-06-10,3.239,4.08,3.493,2.7385184555,50.04815444999999,134.14815445000002,75.44815444999999
